record_id,timestamp,department,data_system,cost_category,planned_costs,actual_costs,cost_optimization_strategy,satisfaction_level,employee_count,cost_deviation,cost_per_employee
5536,2023-07-24 05:33:42,ИТ,Хранилище данных,Заработная плата персонала,73509,78811,Централизация закупок ПО,Нейтрально,393,5302,200.54
5537,2024-04-22 05:47:34,Исследования и разработка,ETL-инструменты,Облачные сервисы,57543,54267,Повышение квалификации сотрудников,Очень доволен,241,-3276,225.17
5538,2023-07-27 03:44:29,Продажи,BI-платформа,Обучение сотрудников,11402,9949,Оптимизация облачных ресурсов,Очень недоволен,278,-1453,35.79
5539,2024-03-11 16:34:56,ИТ,Хранилище данных,Обслуживание оборудования,31879,39263,Централизация закупок ПО,Недоволен,479,7384,81.97
5540,2023-11-03 20:29:07,Маркетинг,Хранилище данных,Лицензии на ПО,20649,19732,Повышение квалификации сотрудников,Очень доволен,399,-917,49.45
5541,2024-08-06 06:06:12,Маркетинг,BI-платформа,Заработная плата персонала,11201,13698,Автоматизация рутинных задач,Очень доволен,294,2497,46.59
5542,2023-05-06 02:32:33,Производство,BI-платформа,Консалтинг,91846,100644,Автоматизация рутинных задач,Очень доволен,414,8798,243.1
5543,2024-04-20 21:00:20,Маркетинг,Хранилище данных,Облачные сервисы,93600,116884,Оптимизация облачных ресурсов,Доволен,377,23284,310.04
5544,2023-04-17 12:57:19,ИТ,BI-платформа,Облачные сервисы,90304,98217,Пересмотр лицензионных соглашений,Нейтрально,77,7913,1275.55
5545,2023-06-23 14:00:42,Финансы,Хранилище данных,Заработная плата персонала,84677,91365,Пересмотр лицензионных соглашений,Очень доволен,440,6688,207.65
5546,2023-05-11 00:50:37,Производство,BI-платформа,Обслуживание оборудования,23165,24324,Переход на ПО с открытым исходным кодом,Очень недоволен,55,1159,442.25
5547,2023-03-09 01:36:32,Логистика,BI-платформа,Обучение сотрудников,56326,51045,Оптимизация облачных ресурсов,Нейтрально,493,-5281,103.54
5548,2024-09-24 16:38:48,ИТ,Data Lake,Обучение сотрудников,84827,102012,Переход на ПО с открытым исходным кодом,Нейтрально,334,17185,305.43
5549,2024-12-22 11:30:19,Исследования и разработка,BI-платформа,Облачные сервисы,12116,14377,Централизация закупок ПО,Очень доволен,49,2261,293.41
5550,2024-01-25 12:03:01,Финансы,ERP,Обслуживание оборудования,16762,17949,Пересмотр лицензионных соглашений,Очень доволен,10,1187,1794.9
5551,2023-01-11 10:41:18,Логистика,Хранилище данных,Заработная плата персонала,64013,72208,Переход на ПО с открытым исходным кодом,Очень доволен,197,8195,366.54
5552,2023-09-24 15:31:06,Маркетинг,CRM,Заработная плата персонала,21716,20134,Централизация закупок ПО,Доволен,260,-1582,77.44
5553,2024-03-29 07:41:51,ИТ,CRM,Консалтинг,91757,99138,Повышение квалификации сотрудников,Доволен,399,7381,248.47
5554,2024-09-18 12:29:56,ИТ,Система управленческого учета,Обучение сотрудников,41068,46119,Повышение квалификации сотрудников,Доволен,115,5051,401.03
5555,2023-03-22 08:11:51,Продажи,ETL-инструменты,Облачные сервисы,55579,68991,Пересмотр лицензионных соглашений,Очень доволен,492,13412,140.23
5556,2024-08-21 11:15:47,ИТ,Хранилище данных,Облачные сервисы,74356,84994,Повышение квалификации сотрудников,Доволен,84,10638,1011.83
5557,2024-12-03 01:27:29,Производство,BI-платформа,Облачные сервисы,10892,9512,Переход на ПО с открытым исходным кодом,Очень недоволен,388,-1380,24.52
5558,2023-07-09 14:24:32,Исследования и разработка,ERP,Заработная плата персонала,85252,103763,Повышение квалификации сотрудников,Очень доволен,177,18511,586.23
5559,2023-08-31 12:15:17,Маркетинг,BI-платформа,Консалтинг,55951,65834,Повышение квалификации сотрудников,Нейтрально,454,9883,145.01
5560,2023-07-02 20:59:38,ИТ,Система управленческого учета,Облачные сервисы,82125,87978,Автоматизация рутинных задач,Нейтрально,410,5853,214.58
5561,2024-07-13 14:19:02,Исследования и разработка,ERP,Заработная плата персонала,56983,59392,Переход на ПО с открытым исходным кодом,Очень доволен,362,2409,164.07
5562,2023-02-24 09:41:12,Финансы,BI-платформа,Обслуживание оборудования,97483,86807,Повышение квалификации сотрудников,Доволен,494,-10676,175.72
5563,2024-02-01 15:36:34,Логистика,Data Lake,Консалтинг,78314,81509,Переход на ПО с открытым исходным кодом,Очень недоволен,471,3195,173.06
5564,2023-12-05 02:08:26,Логистика,Data Lake,Обслуживание оборудования,48323,54448,Автоматизация рутинных задач,Недоволен,460,6125,118.37
5565,2023-12-20 07:07:47,Продажи,Data Lake,Обучение сотрудников,46634,52509,Централизация закупок ПО,Доволен,38,5875,1381.82
5566,2024-12-06 16:25:12,HR,ETL-инструменты,Заработная плата персонала,11290,13789,Оптимизация облачных ресурсов,Доволен,213,2499,64.74
5567,2024-04-22 12:50:31,ИТ,ERP,Обучение сотрудников,97724,101014,Централизация закупок ПО,Очень доволен,290,3290,348.32
5568,2023-03-31 20:24:51,ИТ,Data Lake,Заработная плата персонала,76206,69352,Оптимизация облачных ресурсов,Очень доволен,76,-6854,912.53
5569,2024-10-15 18:29:48,Финансы,CRM,Обслуживание оборудования,70363,85657,Оптимизация облачных ресурсов,Нейтрально,82,15294,1044.6
5570,2024-04-09 04:07:34,Маркетинг,ERP,Консалтинг,75520,69057,Централизация закупок ПО,Нейтрально,435,-6463,158.75
5571,2024-04-25 06:14:42,HR,ERP,Обучение сотрудников,59257,51112,Повышение квалификации сотрудников,Очень доволен,417,-8145,122.57
5572,2024-09-27 03:16:46,HR,Система управленческого учета,Консалтинг,82111,72344,Автоматизация рутинных задач,Доволен,479,-9767,151.03
5573,2024-12-10 04:03:11,HR,Система управленческого учета,Лицензии на ПО,46702,50168,Пересмотр лицензионных соглашений,Недоволен,289,3466,173.59
5574,2023-07-09 22:46:11,Продажи,ETL-инструменты,Облачные сервисы,20376,24298,Оптимизация облачных ресурсов,Недоволен,212,3922,114.61
5575,2024-04-25 15:19:41,ИТ,BI-платформа,Консалтинг,40842,40333,Централизация закупок ПО,Очень недоволен,392,-509,102.89
5576,2023-06-22 20:40:05,Финансы,ETL-инструменты,Заработная плата персонала,28213,32885,Централизация закупок ПО,Очень недоволен,62,4672,530.4
5577,2024-05-13 21:09:09,Продажи,Хранилище данных,Обслуживание оборудования,59071,66791,Автоматизация рутинных задач,Очень доволен,441,7720,151.45
5578,2023-07-06 08:11:01,ИТ,Хранилище данных,Облачные сервисы,7911,7202,Пересмотр лицензионных соглашений,Очень доволен,288,-709,25.01
5579,2023-05-20 06:52:32,Логистика,Хранилище данных,Лицензии на ПО,91555,96625,Автоматизация рутинных задач,Доволен,18,5070,5368.06
5580,2023-01-23 12:11:20,ИТ,ERP,Консалтинг,15549,19138,Пересмотр лицензионных соглашений,Недоволен,276,3589,69.34
5581,2023-11-22 00:24:22,Производство,CRM,Консалтинг,86855,80097,Переход на ПО с открытым исходным кодом,Очень недоволен,453,-6758,176.81
5582,2023-04-23 14:40:09,Маркетинг,ERP,Обслуживание оборудования,45180,51552,Централизация закупок ПО,Очень доволен,166,6372,310.55
5583,2024-04-10 10:45:23,ИТ,ETL-инструменты,Обслуживание оборудования,34975,37739,Пересмотр лицензионных соглашений,Нейтрально,21,2764,1797.1
5584,2023-07-17 05:46:42,Маркетинг,Хранилище данных,Лицензии на ПО,66139,76417,Оптимизация облачных ресурсов,Доволен,483,10278,158.21
5585,2024-02-02 01:17:11,Продажи,ERP,Лицензии на ПО,41674,35955,Автоматизация рутинных задач,Очень доволен,437,-5719,82.28
5586,2024-03-09 17:56:11,Продажи,ERP,Заработная плата персонала,71490,83294,Оптимизация облачных ресурсов,Очень недоволен,211,11804,394.76
5587,2023-06-16 22:13:55,Производство,ETL-инструменты,Консалтинг,43125,39743,Пересмотр лицензионных соглашений,Нейтрально,402,-3382,98.86
5588,2024-07-22 18:05:41,Финансы,Хранилище данных,Консалтинг,33905,37665,Централизация закупок ПО,Нейтрально,148,3760,254.49
5589,2024-09-09 05:52:43,Исследования и разработка,CRM,Облачные сервисы,16780,18533,Централизация закупок ПО,Очень доволен,286,1753,64.8
5590,2024-01-25 19:40:10,ИТ,ETL-инструменты,Лицензии на ПО,52976,59719,Повышение квалификации сотрудников,Очень недоволен,203,6743,294.18
5591,2024-12-15 08:19:20,Маркетинг,BI-платформа,Заработная плата персонала,65451,57055,Повышение квалификации сотрудников,Доволен,15,-8396,3803.67
5592,2024-02-26 15:01:30,Финансы,ERP,Консалтинг,34011,42129,Пересмотр лицензионных соглашений,Доволен,30,8118,1404.3
5593,2024-12-25 20:55:51,Производство,CRM,Консалтинг,15640,13324,Переход на ПО с открытым исходным кодом,Очень недоволен,353,-2316,37.75
5594,2024-08-12 16:07:27,Производство,Система управленческого учета,Обучение сотрудников,59554,51632,Автоматизация рутинных задач,Доволен,256,-7922,201.69
5595,2023-11-14 04:43:09,Исследования и разработка,BI-платформа,Консалтинг,78691,93380,Оптимизация облачных ресурсов,Недоволен,491,14689,190.18
5596,2024-04-12 16:53:08,Маркетинг,Система управленческого учета,Облачные сервисы,31984,38685,Оптимизация облачных ресурсов,Очень недоволен,169,6701,228.91
5597,2023-09-27 04:34:13,ИТ,Хранилище данных,Обучение сотрудников,82740,80895,Оптимизация облачных ресурсов,Недоволен,283,-1845,285.85
5598,2023-11-06 20:41:46,Маркетинг,Система управленческого учета,Обучение сотрудников,14734,14184,Централизация закупок ПО,Очень доволен,403,-550,35.2
5599,2023-08-05 04:10:48,ИТ,Data Lake,Обучение сотрудников,71751,72082,Автоматизация рутинных задач,Очень недоволен,201,331,358.62
5600,2024-07-31 13:39:21,Финансы,ERP,Консалтинг,78053,73723,Пересмотр лицензионных соглашений,Недоволен,61,-4330,1208.57
5601,2023-06-10 20:04:20,Исследования и разработка,CRM,Консалтинг,50218,53436,Оптимизация облачных ресурсов,Нейтрально,434,3218,123.12
5602,2024-10-12 02:21:29,Логистика,Система управленческого учета,Лицензии на ПО,12350,11816,Централизация закупок ПО,Доволен,43,-534,274.79
5603,2024-02-18 15:53:39,Маркетинг,ETL-инструменты,Лицензии на ПО,32246,28690,Повышение квалификации сотрудников,Нейтрально,215,-3556,133.44
5604,2024-12-25 18:45:34,Производство,ERP,Обслуживание оборудования,35955,44552,Централизация закупок ПО,Очень недоволен,150,8597,297.01
5605,2023-03-28 12:46:26,Продажи,ETL-инструменты,Обучение сотрудников,88552,107590,Повышение квалификации сотрудников,Очень недоволен,75,19038,1434.53
5606,2024-12-21 07:40:00,Продажи,ETL-инструменты,Заработная плата персонала,38156,43252,Переход на ПО с открытым исходным кодом,Очень доволен,65,5096,665.42
5607,2024-03-25 08:41:48,ИТ,CRM,Облачные сервисы,22287,23139,Оптимизация облачных ресурсов,Очень доволен,155,852,149.28
5608,2024-01-31 08:42:42,ИТ,ETL-инструменты,Лицензии на ПО,15336,15257,Повышение квалификации сотрудников,Очень доволен,491,-79,31.07
5609,2023-12-19 13:14:10,Исследования и разработка,BI-платформа,Облачные сервисы,95569,86978,Повышение квалификации сотрудников,Недоволен,442,-8591,196.78
5610,2023-05-20 03:37:28,Продажи,Хранилище данных,Лицензии на ПО,71416,67102,Пересмотр лицензионных соглашений,Нейтрально,271,-4314,247.61
5611,2023-11-19 17:25:06,HR,Data Lake,Облачные сервисы,34352,39113,Пересмотр лицензионных соглашений,Доволен,126,4761,310.42
5612,2024-07-16 03:39:11,HR,ETL-инструменты,Облачные сервисы,17746,19859,Автоматизация рутинных задач,Очень доволен,383,2113,51.85
5613,2024-12-18 21:30:16,ИТ,ETL-инструменты,Заработная плата персонала,53016,62879,Пересмотр лицензионных соглашений,Недоволен,144,9863,436.66
5614,2023-02-13 13:25:39,Продажи,ERP,Обучение сотрудников,89290,87467,Повышение квалификации сотрудников,Доволен,386,-1823,226.6
5615,2023-03-30 14:21:40,Маркетинг,Система управленческого учета,Обслуживание оборудования,12216,15156,Оптимизация облачных ресурсов,Доволен,13,2940,1165.85
5616,2024-01-04 16:08:01,ИТ,Хранилище данных,Обслуживание оборудования,46925,57965,Переход на ПО с открытым исходным кодом,Доволен,136,11040,426.21
5617,2024-03-06 04:29:07,Исследования и разработка,BI-платформа,Облачные сервисы,61074,75192,Оптимизация облачных ресурсов,Доволен,260,14118,289.2
5618,2023-10-26 17:22:15,Производство,ERP,Обслуживание оборудования,59705,71526,Централизация закупок ПО,Очень недоволен,67,11821,1067.55
5619,2023-12-23 04:17:37,ИТ,BI-платформа,Облачные сервисы,22488,21948,Централизация закупок ПО,Очень доволен,107,-540,205.12
5620,2024-03-30 06:55:09,Финансы,Система управленческого учета,Консалтинг,77082,80854,Пересмотр лицензионных соглашений,Нейтрально,370,3772,218.52
5621,2023-09-24 08:38:45,Логистика,ERP,Лицензии на ПО,79008,70950,Пересмотр лицензионных соглашений,Очень недоволен,112,-8058,633.48
5622,2024-03-20 10:32:52,Продажи,Хранилище данных,Заработная плата персонала,57843,56907,Повышение квалификации сотрудников,Нейтрально,441,-936,129.04
5623,2023-05-24 21:01:16,Маркетинг,Data Lake,Заработная плата персонала,82852,76493,Автоматизация рутинных задач,Доволен,256,-6359,298.8
5624,2024-03-21 05:46:20,Продажи,BI-платформа,Лицензии на ПО,11354,12305,Автоматизация рутинных задач,Недоволен,210,951,58.6
5625,2023-03-10 19:33:54,Продажи,ERP,Обслуживание оборудования,78063,90441,Оптимизация облачных ресурсов,Нейтрально,457,12378,197.9
5626,2024-10-25 07:19:02,Маркетинг,BI-платформа,Лицензии на ПО,80560,86962,Автоматизация рутинных задач,Недоволен,44,6402,1976.41
5627,2024-04-19 10:48:51,Производство,Система управленческого учета,Консалтинг,43489,39985,Оптимизация облачных ресурсов,Доволен,355,-3504,112.63
5628,2024-05-12 05:19:33,Логистика,BI-платформа,Обслуживание оборудования,36620,41259,Повышение квалификации сотрудников,Очень доволен,140,4639,294.71
5629,2024-04-08 14:15:08,Маркетинг,Хранилище данных,Обучение сотрудников,56472,69731,Переход на ПО с открытым исходным кодом,Недоволен,86,13259,810.83
5630,2023-04-04 09:29:43,Производство,CRM,Заработная плата персонала,87365,85402,Переход на ПО с открытым исходным кодом,Недоволен,258,-1963,331.02
5631,2023-12-15 12:05:52,Маркетинг,Data Lake,Обучение сотрудников,27788,27842,Оптимизация облачных ресурсов,Недоволен,117,54,237.97
5632,2023-08-11 21:07:08,ИТ,Data Lake,Заработная плата персонала,94307,91870,Автоматизация рутинных задач,Очень доволен,249,-2437,368.96
5633,2024-02-18 05:00:53,ИТ,CRM,Обслуживание оборудования,76157,74899,Повышение квалификации сотрудников,Недоволен,246,-1258,304.47
5634,2023-09-18 04:56:32,ИТ,Хранилище данных,Лицензии на ПО,95312,83918,Автоматизация рутинных задач,Нейтрально,104,-11394,806.9
5635,2023-09-14 02:40:27,HR,ERP,Обучение сотрудников,50262,49910,Пересмотр лицензионных соглашений,Доволен,47,-352,1061.91
5636,2024-06-26 13:41:35,Логистика,ETL-инструменты,Обучение сотрудников,55417,56222,Автоматизация рутинных задач,Доволен,308,805,182.54
5637,2024-10-02 03:47:38,Финансы,Хранилище данных,Обучение сотрудников,68646,75893,Оптимизация облачных ресурсов,Доволен,173,7247,438.69
5638,2024-01-11 21:06:58,Исследования и разработка,Data Lake,Облачные сервисы,80576,84567,Пересмотр лицензионных соглашений,Доволен,96,3991,880.91
5639,2024-01-26 09:53:16,Производство,ERP,Обслуживание оборудования,20054,22242,Повышение квалификации сотрудников,Доволен,471,2188,47.22
5640,2023-07-06 18:15:17,Логистика,BI-платформа,Облачные сервисы,92554,115457,Пересмотр лицензионных соглашений,Нейтрально,314,22903,367.7
5641,2023-02-15 15:38:51,HR,Система управленческого учета,Обучение сотрудников,45741,50928,Переход на ПО с открытым исходным кодом,Доволен,86,5187,592.19
5642,2024-12-28 18:29:09,ИТ,CRM,Облачные сервисы,35938,35418,Переход на ПО с открытым исходным кодом,Нейтрально,384,-520,92.23
5643,2023-06-16 02:16:04,Исследования и разработка,Хранилище данных,Обслуживание оборудования,71584,83647,Оптимизация облачных ресурсов,Недоволен,315,12063,265.55
5644,2024-08-21 09:08:15,Маркетинг,CRM,Обслуживание оборудования,13382,12954,Повышение квалификации сотрудников,Недоволен,399,-428,32.47
5645,2023-01-23 16:00:55,Логистика,Хранилище данных,Облачные сервисы,26727,30354,Централизация закупок ПО,Нейтрально,437,3627,69.46
5646,2023-04-17 01:12:07,Продажи,Хранилище данных,Облачные сервисы,30642,37996,Пересмотр лицензионных соглашений,Недоволен,318,7354,119.48
5647,2024-11-17 20:25:24,Продажи,Система управленческого учета,Облачные сервисы,22889,20079,Пересмотр лицензионных соглашений,Очень доволен,109,-2810,184.21
5648,2024-03-29 09:21:29,Исследования и разработка,Data Lake,Консалтинг,29375,36586,Автоматизация рутинных задач,Недоволен,477,7211,76.7
5649,2024-04-11 09:26:29,Маркетинг,Система управленческого учета,Заработная плата персонала,26922,28910,Централизация закупок ПО,Нейтрально,21,1988,1376.67
5650,2024-06-16 04:10:56,Продажи,ERP,Заработная плата персонала,43237,37489,Централизация закупок ПО,Очень недоволен,43,-5748,871.84
5651,2023-11-03 15:14:43,ИТ,Хранилище данных,Обслуживание оборудования,24866,22701,Переход на ПО с открытым исходным кодом,Недоволен,112,-2165,202.69
5652,2024-11-29 02:37:52,Логистика,ERP,Облачные сервисы,82129,94070,Автоматизация рутинных задач,Нейтрально,480,11941,195.98
5653,2023-01-03 07:04:12,Маркетинг,ERP,Обучение сотрудников,59819,74708,Переход на ПО с открытым исходным кодом,Недоволен,240,14889,311.28
5654,2023-07-26 09:51:17,ИТ,Data Lake,Консалтинг,37274,46207,Переход на ПО с открытым исходным кодом,Недоволен,333,8933,138.76
5655,2024-03-20 11:31:21,Маркетинг,Хранилище данных,Лицензии на ПО,9971,11753,Оптимизация облачных ресурсов,Нейтрально,122,1782,96.34
5656,2023-07-28 09:34:42,Маркетинг,Data Lake,Обслуживание оборудования,19893,19397,Оптимизация облачных ресурсов,Нейтрально,288,-496,67.35
5657,2023-01-03 05:30:29,Продажи,ETL-инструменты,Заработная плата персонала,75998,72113,Повышение квалификации сотрудников,Очень доволен,172,-3885,419.26
5658,2024-05-26 11:01:35,Продажи,Data Lake,Обучение сотрудников,63739,76319,Централизация закупок ПО,Доволен,152,12580,502.1
5659,2023-12-30 05:30:01,Продажи,ETL-инструменты,Обслуживание оборудования,14926,15568,Переход на ПО с открытым исходным кодом,Очень доволен,124,642,125.55
5660,2023-02-10 14:48:07,HR,ETL-инструменты,Облачные сервисы,94290,105237,Повышение квалификации сотрудников,Недоволен,328,10947,320.84
5661,2024-05-31 10:00:57,Производство,Система управленческого учета,Лицензии на ПО,60255,51854,Автоматизация рутинных задач,Очень недоволен,210,-8401,246.92
5662,2023-09-06 13:43:20,HR,BI-платформа,Облачные сервисы,19005,19070,Централизация закупок ПО,Очень недоволен,441,65,43.24
5663,2023-03-04 01:09:13,Производство,ERP,Лицензии на ПО,80544,89502,Повышение квалификации сотрудников,Доволен,230,8958,389.14
5664,2023-10-14 00:07:48,Маркетинг,Хранилище данных,Консалтинг,48983,47314,Повышение квалификации сотрудников,Очень доволен,484,-1669,97.76
5665,2023-08-12 12:12:13,Маркетинг,Хранилище данных,Консалтинг,46063,41808,Пересмотр лицензионных соглашений,Недоволен,147,-4255,284.41
5666,2024-02-27 03:03:05,Маркетинг,Data Lake,Облачные сервисы,6479,5987,Пересмотр лицензионных соглашений,Доволен,299,-492,20.02
5667,2024-08-15 14:17:44,ИТ,Data Lake,Облачные сервисы,83992,76673,Пересмотр лицензионных соглашений,Недоволен,48,-7319,1597.35
5668,2023-10-08 13:30:51,HR,Хранилище данных,Обслуживание оборудования,47413,57717,Пересмотр лицензионных соглашений,Доволен,356,10304,162.13
5669,2024-09-29 16:33:06,Финансы,Хранилище данных,Лицензии на ПО,19261,18219,Повышение квалификации сотрудников,Доволен,152,-1042,119.86
5670,2024-10-20 10:18:56,HR,Система управленческого учета,Обслуживание оборудования,60602,75189,Пересмотр лицензионных соглашений,Доволен,153,14587,491.43
5671,2023-10-29 09:49:39,ИТ,ERP,Лицензии на ПО,87915,102864,Переход на ПО с открытым исходным кодом,Очень доволен,364,14949,282.59
5672,2023-08-31 14:42:46,Продажи,ETL-инструменты,Обслуживание оборудования,52427,58917,Оптимизация облачных ресурсов,Очень доволен,123,6490,479.0
5673,2023-07-30 10:22:46,ИТ,CRM,Консалтинг,78471,87465,Автоматизация рутинных задач,Недоволен,254,8994,344.35
5674,2023-08-01 17:24:46,ИТ,ETL-инструменты,Обучение сотрудников,87464,89908,Переход на ПО с открытым исходным кодом,Недоволен,100,2444,899.08
5675,2023-06-15 20:24:05,Производство,Data Lake,Лицензии на ПО,22062,23159,Централизация закупок ПО,Очень недоволен,153,1097,151.37
5676,2023-06-01 20:51:16,HR,ETL-инструменты,Обучение сотрудников,31457,31477,Повышение квалификации сотрудников,Очень недоволен,280,20,112.42
5677,2023-10-15 11:01:16,Производство,Хранилище данных,Лицензии на ПО,42659,41862,Переход на ПО с открытым исходным кодом,Нейтрально,369,-797,113.45
5678,2024-05-12 08:28:29,Маркетинг,Система управленческого учета,Лицензии на ПО,98004,113578,Оптимизация облачных ресурсов,Очень недоволен,126,15574,901.41
5679,2024-09-23 21:38:11,ИТ,CRM,Заработная плата персонала,96448,92389,Оптимизация облачных ресурсов,Доволен,209,-4059,442.05
5680,2023-08-06 07:31:16,Логистика,Data Lake,Лицензии на ПО,71973,61818,Автоматизация рутинных задач,Нейтрально,262,-10155,235.95
5681,2024-09-02 03:58:34,HR,Хранилище данных,Лицензии на ПО,39959,44307,Переход на ПО с открытым исходным кодом,Очень доволен,158,4348,280.42
5682,2024-04-01 01:38:52,ИТ,Хранилище данных,Лицензии на ПО,54131,62593,Переход на ПО с открытым исходным кодом,Нейтрально,495,8462,126.45
5683,2023-04-11 14:02:24,Логистика,Хранилище данных,Обслуживание оборудования,60486,69486,Централизация закупок ПО,Очень доволен,161,9000,431.59
5684,2024-03-15 01:22:59,ИТ,ERP,Облачные сервисы,15456,15937,Переход на ПО с открытым исходным кодом,Нейтрально,463,481,34.42
5685,2024-05-20 20:39:08,Логистика,ERP,Лицензии на ПО,85367,94000,Повышение квалификации сотрудников,Недоволен,332,8633,283.13
5686,2023-02-22 22:45:01,Маркетинг,Хранилище данных,Обслуживание оборудования,51358,48086,Переход на ПО с открытым исходным кодом,Доволен,149,-3272,322.72
5687,2024-08-28 20:25:58,Финансы,Хранилище данных,Лицензии на ПО,55562,64386,Переход на ПО с открытым исходным кодом,Доволен,384,8824,167.67
5688,2024-05-19 02:01:59,Финансы,CRM,Заработная плата персонала,32837,29621,Централизация закупок ПО,Доволен,341,-3216,86.87
5689,2023-10-20 18:37:40,Исследования и разработка,ERP,Консалтинг,87110,106714,Автоматизация рутинных задач,Очень недоволен,464,19604,229.99
5690,2023-01-30 03:01:26,Финансы,ERP,Обучение сотрудников,13058,14877,Пересмотр лицензионных соглашений,Недоволен,192,1819,77.48
5691,2024-07-23 14:36:13,Исследования и разработка,CRM,Лицензии на ПО,15737,16125,Переход на ПО с открытым исходным кодом,Недоволен,254,388,63.48
5692,2024-12-19 11:18:01,Маркетинг,CRM,Лицензии на ПО,33149,36624,Автоматизация рутинных задач,Очень доволен,474,3475,77.27
5693,2023-06-17 04:28:38,Продажи,ERP,Консалтинг,88230,81924,Переход на ПО с открытым исходным кодом,Очень доволен,278,-6306,294.69
5694,2024-04-18 10:36:41,Производство,CRM,Обучение сотрудников,96507,84762,Централизация закупок ПО,Очень недоволен,171,-11745,495.68
5695,2023-05-26 03:46:29,Исследования и разработка,Система управленческого учета,Обучение сотрудников,55024,61286,Пересмотр лицензионных соглашений,Нейтрально,252,6262,243.2
5696,2023-12-19 20:34:31,Маркетинг,ETL-инструменты,Облачные сервисы,33813,33793,Пересмотр лицензионных соглашений,Нейтрально,268,-20,126.09
5697,2024-01-09 01:55:34,ИТ,CRM,Обслуживание оборудования,5770,5720,Повышение квалификации сотрудников,Очень доволен,205,-50,27.9
5698,2024-03-05 10:50:45,ИТ,Система управленческого учета,Заработная плата персонала,18603,18195,Автоматизация рутинных задач,Доволен,276,-408,65.92
5699,2023-10-18 18:54:07,Финансы,CRM,Лицензии на ПО,20965,19032,Централизация закупок ПО,Очень недоволен,196,-1933,97.1
5700,2023-07-19 17:24:18,Производство,Хранилище данных,Обучение сотрудников,41972,47356,Централизация закупок ПО,Очень доволен,115,5384,411.79
5701,2023-09-02 03:44:49,Маркетинг,ETL-инструменты,Обслуживание оборудования,26737,25200,Оптимизация облачных ресурсов,Доволен,270,-1537,93.33
5702,2024-04-27 16:49:25,Исследования и разработка,Хранилище данных,Облачные сервисы,38952,34767,Переход на ПО с открытым исходным кодом,Недоволен,180,-4185,193.15
5703,2024-03-17 15:04:11,Исследования и разработка,Хранилище данных,Облачные сервисы,27348,29911,Автоматизация рутинных задач,Недоволен,388,2563,77.09
5704,2023-10-20 16:22:46,Производство,Система управленческого учета,Обслуживание оборудования,19051,18288,Автоматизация рутинных задач,Очень доволен,278,-763,65.78
5705,2023-05-16 09:41:33,Продажи,ERP,Консалтинг,72630,62287,Оптимизация облачных ресурсов,Очень недоволен,281,-10343,221.66
5706,2023-10-24 09:22:19,HR,ETL-инструменты,Облачные сервисы,95731,84975,Повышение квалификации сотрудников,Недоволен,101,-10756,841.34
5707,2023-06-24 13:58:20,HR,BI-платформа,Облачные сервисы,40294,44264,Автоматизация рутинных задач,Очень доволен,54,3970,819.7
5708,2024-02-11 08:14:00,ИТ,ETL-инструменты,Обслуживание оборудования,96273,86216,Переход на ПО с открытым исходным кодом,Недоволен,251,-10057,343.49
5709,2024-02-27 00:32:26,Маркетинг,ERP,Лицензии на ПО,54047,62480,Автоматизация рутинных задач,Доволен,379,8433,164.85
5710,2023-11-04 01:35:30,Продажи,BI-платформа,Консалтинг,13159,13846,Повышение квалификации сотрудников,Очень доволен,181,687,76.5
5711,2023-05-18 21:44:50,ИТ,Система управленческого учета,Заработная плата персонала,32365,29689,Повышение квалификации сотрудников,Очень доволен,84,-2676,353.44
5712,2023-08-20 13:29:53,ИТ,CRM,Облачные сервисы,34955,30761,Централизация закупок ПО,Нейтрально,242,-4194,127.11
5713,2023-01-29 23:52:17,Маркетинг,Data Lake,Облачные сервисы,47140,41999,Автоматизация рутинных задач,Очень недоволен,83,-5141,506.01
5714,2024-01-01 16:07:30,Производство,Data Lake,Консалтинг,99962,119174,Повышение квалификации сотрудников,Недоволен,86,19212,1385.74
5715,2023-06-08 22:04:02,Маркетинг,Система управленческого учета,Обслуживание оборудования,26510,26152,Переход на ПО с открытым исходным кодом,Очень недоволен,45,-358,581.16
5716,2023-08-10 11:10:11,ИТ,Система управленческого учета,Заработная плата персонала,53524,61552,Пересмотр лицензионных соглашений,Нейтрально,335,8028,183.74
5717,2024-06-16 03:09:29,Финансы,ERP,Обучение сотрудников,39463,40068,Переход на ПО с открытым исходным кодом,Очень недоволен,348,605,115.14
5718,2024-05-06 21:06:18,Продажи,ETL-инструменты,Обучение сотрудников,34914,30337,Повышение квалификации сотрудников,Доволен,368,-4577,82.44
5719,2024-10-14 21:47:34,ИТ,BI-платформа,Обучение сотрудников,43065,45290,Пересмотр лицензионных соглашений,Недоволен,367,2225,123.41
5720,2023-12-20 03:54:06,ИТ,CRM,Консалтинг,71490,69408,Централизация закупок ПО,Очень доволен,202,-2082,343.6
5721,2023-08-25 20:56:57,Исследования и разработка,Data Lake,Обслуживание оборудования,93578,96524,Повышение квалификации сотрудников,Недоволен,195,2946,494.99
5722,2023-06-02 03:10:01,Маркетинг,Data Lake,Лицензии на ПО,43790,48830,Централизация закупок ПО,Очень доволен,27,5040,1808.52
5723,2023-06-22 11:05:04,Производство,CRM,Облачные сервисы,98663,122812,Централизация закупок ПО,Доволен,159,24149,772.4
